status,title,company,location,date,tags,link,id,provider,query
new,Microsoft SSIS Developer,KPI Partners,Bengaluru,2020-01-29,"SQL , Oracle , performance , File , Server , SSIS , process , automation , reference , components , processing , field",https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=4120&s=58&guid=0000017060e45e5e8548fae5e2d97e5c&src=GD_JOB_AD&t=SR&extid=1&exst=EOL&ist=&ast=EOL&vt=w&slr=true&cs=1_67f4188c&cb=1582173544208&jobListingId=3474754138,3474754138,glassdoor,KPI Partners developer
new,Microsoft Power BI Developer,KPI Partners,Bengaluru,2020-01-29,"database , Performance , Service , Server , process , stack , field , Metadata",https://www.glassdoor.com/partner/jobListing.htm?pos=126&ao=4120&s=58&guid=0000017060e45e5e8548fae5e2d97e5c&src=GD_JOB_AD&t=SR&extid=1&exst=EOL&ist=&ast=EOL&vt=w&slr=true&cs=1_88a7db90&cb=1582173544211&jobListingId=3474754131,3474754131,glassdoor,KPI Partners developer
