status,title,company,location,date,tags,link,id,provider,query
new,Software Developer (Digital Solutions Department) [NIE],NANYANG TECHNOLOGICAL UNIVERSITY,Singapore,2020-02-16,"API , Xamarin , web , mobile , dynamic , deployment , position , cloud",https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=437149&s=58&guid=0000017060e88050b76c0910fc5c1f91&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&cs=1_3fc2a4a3&cb=1582173816367&jobListingId=3492895857,3492895857,glassdoor,Nanyang Technological University developer
new,Software Developer (Digital Solutions Department) [NIE],NANYANG TECHNOLOGICAL UNIVERSITY,Singapore,2020-02-15,"API , Xamarin , web , mobile , dynamic , deployment , position , cloud",https://www.indeed.com.sg/viewjob?jk=1a3b035d793041a1,1a3b035d793041a1,indeed,Nanyang Technological University developer
