status,title,company,location,date,tags,link,id,provider,query
new,Senior iOS Engineer,Bolt,Tallinn,2020-02-19,"iOS , Objective-C , REST , API , Cocoa , testing , mobile , build , get , Get , find , range , Client , touch",https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=8095&s=58&guid=0000017060e8bf5595677d6d9f037a76&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_f06bc987&cb=1582173831168&jobListingId=3263223969,3263223969,glassdoor,Bolt developer
new,Senior React Native Developer,Bolt,Tallinn,2020-01-28,"Typescript , mobile , build , routing , get , Get , find , touch",https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=8095&s=58&guid=0000017060e8bf5595677d6d9f037a76&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_96272fb1&cb=1582173831170&jobListingId=3474229097,3474229097,glassdoor,Bolt developer
