status,title,company,location,date,tags,link,id,provider,query
new,Big Data Developer,PaymentSense,"London, England",2020-01-31,"MongoDB , Scala , Azure , Docker , security , Security , go , Hadoop , service , build , get , scheme , client , cloud , Cloud",https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=351626&s=58&guid=0000017060dc4d9c81502f0496cf2a4c&src=GD_JOB_AD&t=SR&extid=1&exst=EOL&ist=&ast=EOL&vt=w&slr=true&cs=1_f73b84fe&cb=1582173015648&jobListingId=3452609770,3452609770,glassdoor,Paymentsense developer
new,Senior Developer,PaymentSense,"London, England",2020-01-31,"JavaScript , database , Typescript , security , go , Testing , service , automation , architecture , Architecture , get , transactions , NoSQL , stack , scheme",https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=351626&s=58&guid=0000017060dc4d9c81502f0496cf2a4c&src=GD_JOB_AD&t=SR&extid=1&exst=EOL&ist=&ast=EOL&vt=w&slr=true&cs=1_69d4ebf3&cb=1582173015649&jobListingId=3452609767,3452609767,glassdoor,Paymentsense developer
